name,rate,rnk,median_earn
The University of Olivet,0.3527,1764.0,47907.0
Roosevelt University,0.3514,1765.5,48712.0
University of Advancing Technology,0.3514,1765.5,50719.0
Bethel University,0.3505,1767.0,47482.0
Pfeiffer University,0.3497,1768.0,51562.0
Indiana Wesleyan University-National & Global,0.3495,1769.0,59986.0
Inter American University of Puerto Rico-Bayamon,0.3492,1770.0,29936.0
Hawaii Pacific University,0.3489,1771.0,59593.0
Yeshiva Gedolah Kesser Torah,0.3478,1772.0,
Oklahoma Wesleyan University,0.3476,1773.5,59841.0
San Diego Mesa College,0.3476,1773.5,45120.0
University of West Alabama,0.347,1775.0,44232.0
Weatherford College,0.3462,1776.0,42397.0
Feather River Community College District,0.3457,1777.0,38142.0
New England College,0.3451,1778.0,42092.0
East Central University,0.3442,1779.0,44962.0
Antelope Valley Community College District,0.3438,1780.5,36526.0
Universidad Central de Bayamon,0.3438,1780.5,25021.0
Academy of Art University,0.3432,1782.0,39008.0
Johnson C Smith University,0.3429,1783.0,42680.0
Universidad Ana G. Mendez-Carolina Campus,0.3426,1784.0,24328.0
Louisiana State University at Alexandria,0.3422,1785.0,42205.0
Aaniiih Nakoda College,0.3421,1786.5,30528.0
Stone Child College,0.3421,1786.5,24555.0
Trinity College of Jacksonville,0.3418,1788.5,37275.0
Hillsborough College,0.3418,1788.5,40782.0
Pennsylvania State University-World Campus,0.3415,1790.5,63435.0
Virginia Union University,0.3415,1790.5,38275.0
The College of the Florida Keys,0.3413,1792.0,42508.0
Eastern International College-Jersey City,0.3412,1793.0,35008.0
Central Baptist College,0.3411,1794.0,46789.0
College of Micronesia-FSM,0.3408,1795.0,24651.0
Point University,0.3407,1796.0,38740.0
University of South Carolina Beaufort,0.3399,1797.5,48088.0
Tennessee State University,0.3399,1797.5,42730.0
Huston-Tillotson University,0.3394,1799.5,42937.0
Ohio Christian University,0.3394,1799.5,39813.0
College of Staten Island CUNY,0.3393,1801.0,53501.0
Glenville State University,0.3392,1802.5,39315.0
McPherson College,0.3392,1802.5,52084.0
New Jersey City University,0.3389,1804.5,52745.0
Upper Iowa University,0.3389,1804.5,52766.0
Harrisburg University of Science and Technology,0.3387,1806.0,52374.0
Pennsylvania State University-Penn State DuBois,0.3381,1807.0,63435.0
Tabor College,0.3374,1808.0,54058.0
Pennsylvania State University-Penn State Mont Alto,0.3365,1809.0,63435.0
Nevada State University,0.3358,1810.0,53166.0
University of the People,0.3354,1811.5,
Colorado Northwestern Community College,0.3354,1811.5,43526.0
Yavapai College,0.3353,1813.0,39890.0
Southern Virginia University,0.3347,1814.0,50002.0
Schiller International University,0.3333,1823.5,35529.0
University of the Potomac-Washington DC Campus,0.3333,1823.5,34961.0
Chamberlain University-Florida,0.3333,1823.5,92405.0
Machzikei Hadath Rabbinical College,0.3333,1823.5,41527.0
Chamberlain University-New Jersey,0.3333,1823.5,92405.0
Bais Medrash Toras Chesed,0.3333,1823.5,
University of Maryland Global Campus,0.3333,1823.5,65287.0
Polytechnic University of Puerto Rico-Orlando,0.3333,1823.5,47540.0
University of Management and Technology,0.3333,1823.5,68530.0
Strayer University-North Carolina,0.3333,1823.5,40092.0
Beulah Heights University,0.3333,1823.5,35236.0
West Coast University-Miami,0.3333,1823.5,102672.0
DeVry University-Texas,0.3333,1823.5,45987.0
Latin American Bible Institute,0.3333,1823.5,
America Evangelical University,0.3333,1823.5,
DeVry University-Florida,0.3333,1823.5,45987.0
American National University,0.3333,1823.5,26370.0
Spokane Community College,0.3333,1823.5,41984.0
SUNY Buffalo State University,0.3331,1833.0,52334.0
Columbia Basin College,0.333,1834.0,46680.0
Columbia Southern University,0.3328,1835.0,63534.0
University of the District of Columbia,0.3324,1836.0,44236.0
University of Houston-Downtown,0.332,1837.0,53551.0
College of Southern Idaho,0.3316,1838.0,40916.0
Tougaloo College,0.3311,1839.0,34724.0
Crestpoint University,0.3303,1840.0,42269.0
Remington College-Shreveport Campus,0.3302,1841.0,31349.0
Palo Alto College,0.3296,1842.5,37448.0
West Virginia University Institute of Technology,0.3296,1842.5,55939.0
Bellevue University,0.3295,1844.0,61289.0
Brenau University,0.3291,1845.0,54003.0
Andrew College,0.3281,1846.0,38475.0
North Seattle College,0.3277,1847.0,47728.0
Galveston College,0.327,1848.0,37233.0
William Penn University,0.3262,1849.0,48936.0
Auburn University at Montgomery,0.326,1850.0,44391.0
Ozarks Technical Community College,0.3254,1851.0,36455.0
Western Wyoming Community College,0.325,1852.0,40939.0
Lourdes University,0.3246,1853.0,48150.0
American Samoa Community College,0.3241,1854.0,30087.0
Washington State College of Ohio,0.3238,1855.0,37988.0
Dallas College,0.3232,1856.0,41714.0
Colegio Universitario de San Juan,0.3226,1857.5,26510.0
Barclay College,0.3226,1857.5,36355.0
CUNY York College,0.3225,1859.0,56945.0
Western New Mexico University,0.3223,1860.0,39095.0
Kent State University at Trumbull,0.3218,1861.0,45388.0
Mid-America College of Funeral Service,0.3214,1862.5,44505.0
Truckee Meadows Community College,0.3214,1862.5,44573.0
Union Commonwealth University,0.3213,1864.0,42002.0
Los Angeles Valley College,0.3212,1865.0,42678.0
Cascadia College,0.321,1866.0,54133.0
Spokane Falls Community College,0.3204,1867.0,38955.0
Red Rocks Community College,0.3201,1868.0,46288.0
Northwest Vista College,0.3198,1869.0,42490.0
Kentucky State University,0.319,1870.5,36382.0
Ferrum College,0.319,1870.5,44296.0
Pennsylvania State University-Penn State Schuylkill,0.3188,1872.0,63435.0
Bais HaMedrash and Mesivta of Baltimore,0.3182,1873.0,
Rocky Mountain College of Art and Design,0.3176,1874.0,42958.0
Miami University-Middletown,0.3175,1875.0,55076.0
Beckfield College-Florence,0.3171,1876.5,37114.0
College of Menominee Nation,0.3171,1876.5,25853.0
Bryant & Stratton College-Syracuse North,0.3163,1878.0,32568.0
Sterling College,0.3158,1881.0,30573.0
Boise Bible College,0.3158,1881.0,33140.0
Boston Architectural College,0.3158,1881.0,62123.0
Pontifical College Josephinum,0.3158,1881.0,
North American University,0.3158,1881.0,
Seattle Central College,0.3155,1884.0,43307.0
Metropolitan State University of Denver,0.3154,1886.5,52093.0
Southeastern Oklahoma State University,0.3154,1886.5,45079.0
Tacoma Community College,0.3154,1886.5,47168.0
Texas Wesleyan University,0.3154,1886.5,54053.0
Pennsylvania State University-Penn State Berks,0.3152,1889.0,63435.0
Villa Maria College,0.3145,1890.0,38857.0
South Seattle College,0.3142,1891.0,44486.0
Universidad Ana G. Mendez-Gurabo Campus,0.314,1892.0,26223.0
Crafton Hills College,0.3128,1893.0,42553.0
West Coast University-Texas,0.3125,1894.0,102672.0
Florida National University-Main Campus,0.3119,1895.0,33928.0
College of the Mainland,0.3118,1896.0,39639.0
Florida Memorial University,0.311,1897.0,36624.0
Albany State University,0.3105,1898.0,40674.0
Yeshiva Toras Chaim,0.3103,1900.0,62526.0
Yeshivas Sanz Klauzenburg,0.3103,1900.0,
Olympic College,0.3103,1900.0,43169.0
Potomac State College of West Virginia University,0.3096,1902.0,55939.0
Lorain County Community College,0.3094,1903.0,38837.0
Talladega College,0.3091,1904.0,32229.0
Kent State University at Salem,0.3087,1905.0,45388.0
Trocaire College,0.3086,1906.0,55318.0
Universidad Ana G. Mendez-Cupey Campus,0.3085,1907.5,24490.0
Santa Ana College,0.3085,1907.5,43552.0
DeVry College of New York,0.3077,1909.5,45987.0
Pierce College District,0.3077,1909.5,47532.0
Pueblo Community College,0.3068,1911.0,37434.0
Cameron University,0.3067,1912.0,40118.0
Marion Technical College,0.3062,1913.0,41495.0
Defiance College,0.3057,1914.0,49351.0
Bethune-Cookman University,0.3052,1915.0,38518.0
Laredo College,0.3045,1916.0,33934.0
Cochise County Community College District,0.3044,1917.0,38033.0
Yeshiva Sholom Shachna,0.3043,1918.0,
Philander Smith University,0.3038,1919.0,38427.0
Northwestern Oklahoma State University,0.3035,1920.0,44358.0
Alabama State University,0.3034,1921.0,34502.0
Central Ohio Technical College,0.3026,1922.5,39168.0
Rabbinical Seminary of America,0.3026,1922.5,
Bay Mills Community College,0.3023,1924.0,30048.0
California Aeronautical University,0.3019,1925.0,38361.0
National Louis University,0.3014,1926.0,45799.0
San Jacinto Community College,0.3011,1927.0,43062.0
Montana State University Billings,0.3004,1928.0,44296.0
Maria College of Albany,0.3,1929.0,55458.0
Chowan University,0.2995,1930.0,38412.0
Sul Ross State University,0.2994,1931.0,41871.0
Fisk University,0.2993,1932.0,45454.0
University of Alaska Anchorage,0.2971,1933.0,51871.0
Charles R Drew University of Medicine and Science,0.2963,1934.0,83438.0
Texas A&M University-Texarkana,0.2957,1935.5,45515.0
Modesto Junior College,0.2957,1935.5,42368.0
University of New Hampshire College of Professional Studies Online,0.2955,1937.0,66479.0
Yakima Valley College,0.2927,1938.0,43499.0
Ohio State University-Newark Campus,0.2915,1939.0,60409.0
Pacific Northwest College of Art,0.2913,1940.0,34883.0
Arapahoe Community College,0.291,1941.0,48341.0
Edmonds College,0.2901,1942.0,48144.0
Rogers State University,0.2896,1943.0,43166.0
Madison Area Technical College,0.2891,1944.0,45413.0
GateWay Community College,0.2881,1945.0,46147.0
University of Silicon Valley,0.2874,1946.0,51017.0
EDP University of Puerto Rico Inc-San Sebastian,0.287,1947.0,22844.0
Shoreline College,0.2867,1948.5,52009.0
Unity Environmental University,0.2867,1948.5,37852.0
Northern New Mexico College,0.2866,1950.0,38112.0
Washington Adventist University,0.2865,1951.0,64249.0
Dallas Christian College,0.2857,1954.0,43503.0
Chamberlain University-Ohio,0.2857,1954.0,92405.0
Touro University Worldwide,0.2857,1954.0,40803.0
Bryant & Stratton College-Albany,0.2857,1954.0,32568.0
Rasmussen University-North Dakota,0.2857,1954.0,39080.0
Herzing University-Madison,0.284,1957.0,36909.0
St Philip's College,0.2827,1958.0,38224.0
University of the Virgin Islands,0.2823,1959.0,38681.0
Livingstone College,0.2819,1960.5,32600.0
Edward Waters University,0.2819,1960.5,34782.0
The Southwestern Baptist Theological Seminary,0.2817,1962.0,
Universidad Politecnica de Puerto Rico,0.2808,1963.5,47540.0
SUNY Morrisville,0.2808,1963.5,43295.0
Columbus State Community College,0.2806,1965.0,39435.0
University of Alaska Southeast,0.2805,1966.0,48475.0
Savannah State University,0.2804,1967.0,37981.0
Indiana Institute of Technology-College of Professional Studies,0.28,1968.0,47327.0
Taft College,0.2799,1969.0,38861.0
Howard Payne University,0.2798,1970.0,48376.0
Webber International University,0.2796,1971.0,45606.0
University of Providence,0.2794,1972.0,48296.0
Ottawa University-Ottawa,0.279,1973.0,55552.0
West Los Angeles College,0.2789,1974.0,38537.0
University of Hawaii Maui College,0.2775,1975.5,34453.0
Fisher College,0.2775,1975.5,49669.0
Salish Kootenai College,0.2762,1977.0,32725.0
Pennsylvania State University-Penn State New Kensington,0.2761,1978.0,63435.0
Harris-Stowe State University,0.2756,1979.0,31088.0
Thomas University,0.2754,1980.0,49716.0
Tyler Junior College,0.2739,1981.0,38140.0
Colorado Mountain College,0.2737,1982.0,44127.0
South Texas College,0.2729,1983.0,36788.0
Aspen University,0.2727,1984.0,
Trinity Valley Community College,0.2721,1985.0,38567.0
Murray State College,0.2713,1986.0,36545.0
Southern University and A & M College,0.2709,1987.0,43371.0
Le Moyne-Owen College,0.2703,1988.0,35594.0
University of Maine at Augusta,0.2698,1989.0,40342.0
Central Christian College of Kansas,0.2697,1990.0,44468.0
Paul Quinn College,0.2687,1991.0,29288.0
Mississippi Valley State University,0.2676,1992.0,31919.0
Ohio State University-Marion Campus,0.2669,1993.0,60409.0
Davis College,0.2667,1994.0,38450.0
Randall University,0.2639,1995.0,42051.0
Texas A&M University-Victoria,0.2638,1996.0,54467.0
Kent State University at East Liverpool,0.2632,1997.0,45388.0
Coppin State University,0.2622,1998.0,46490.0
New Mexico Highlands University,0.2618,1999.0,45937.0
Pennsylvania State University-Penn State Hazleton,0.2615,2000.0,63435.0
Pennsylvania State University-Penn State Harrisburg,0.2612,2001.0,63435.0
Pennsylvania State University-Penn State Brandywine,0.2598,2002.0,63435.0
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,0.2593,2003.0,
Manor College,0.2574,2004.0,46825.0
Fond du Lac Tribal and Community College,0.2566,2005.0,45665.0
Williams Baptist University,0.2564,2006.0,38484.0
College of Coastal Georgia,0.2559,2007.0,39318.0
San Antonio College,0.2551,2008.0,39711.0
Tusculum University,0.2545,2009.0,44367.0
Middle Georgia State University,0.2533,2010.0,40863.0
Dalton State College,0.2531,2011.0,40251.0
Bennett College,0.25,2016.0,36654.0
Summit Christian College,0.25,2016.0,
Saint Augustine's University,0.25,2016.0,35730.0
EDP University of Puerto Rico-Villalba,0.25,2016.0,22844.0
Faith International University,0.25,2016.0,51006.0
Morris Brown College,0.25,2016.0,
Strayer University-Texas,0.25,2016.0,40092.0
Chamberlain University-Texas,0.25,2016.0,92405.0
Stillman College,0.25,2016.0,35421.0
Miami University-Hamilton,0.2494,2021.0,55076.0
Post University,0.2493,2022.0,38696.0
Guam Community College,0.2489,2023.0,27820.0
Northwestern Michigan College,0.2484,2024.0,38167.0
Kent State University at Ashtabula,0.2471,2025.0,45388.0
Rio Hondo College,0.2453,2026.0,44950.0
Bryant & Stratton College-Virginia Beach,0.2446,2027.0,32568.0
EDP University of Puerto Rico Inc-San Juan,0.2439,2028.0,22844.0
Benedict College,0.2426,2029.0,31902.0
Wiley University,0.2424,2030.0,33159.0
Alabama A & M University,0.2403,2031.0,40628.0
Alvin Community College,0.2397,2032.0,45762.0
University of Cincinnati-Clermont College,0.2374,2033.0,54810.0
Mt Hood Community College,0.2368,2034.0,41125.0
Ner Israel Rabbinical College,0.2353,2035.5,66330.0
Fresno City College,0.2353,2035.5,37361.0
Lower Columbia College,0.2338,2037.0,40691.0
South University-Tampa,0.2333,2039.0,34421.0
South University-Columbia,0.2333,2039.0,34421.0
Wheeling University,0.2333,2039.0,57949.0
Bryant & Stratton College-Online,0.233,2041.0,32568.0
Shasta College,0.2326,2042.5,39269.0
University of Puerto Rico-Utuado,0.2326,2042.5,23906.0
Midland College,0.2315,2044.0,43958.0
Visible Music College,0.2286,2046.0,35933.0
Calumet College of Saint Joseph,0.2286,2046.0,46945.0
Yeshiva Karlin Stolin,0.2286,2046.0,
Central State University,0.2281,2048.0,33267.0
Rabbinical College of Long Island,0.2273,2050.0,
Pennsylvania State University-Penn State Wilkes-Barre,0.2273,2050.0,63435.0
Oak Hills Christian College,0.2273,2050.0,35983.0
Ohio State University-Lima Campus,0.2271,2052.0,60409.0
Lac Courte Oreilles Ojibwe University,0.2258,2053.0,24302.0
Navarro College,0.2257,2054.0,38716.0
Delaware Technical Community College-Terry,0.2248,2055.0,41448.0
Missouri Valley College,0.2244,2056.0,43221.0
Rabbinical College of America,0.2222,2058.5,34990.0
Nebraska Indian Community College,0.2222,2058.5,31458.0
Logan University,0.2222,2058.5,55838.0
Talmudical Seminary Oholei Torah,0.2222,2058.5,39230.0
Texas Southern University,0.2216,2061.0,38924.0
Governors State University,0.2211,2062.0,58169.0
Central Christian College of the Bible,0.2195,2063.0,34675.0
Northland Pioneer College,0.2188,2064.0,34199.0
Shaw University,0.2179,2065.0,34409.0
Clark State College,0.2176,2066.0,39584.0
DeVry University-California,0.2174,2067.5,45987.0
Pennsylvania State University-Penn State Beaver,0.2174,2067.5,63435.0
Northeastern Illinois University,0.2165,2069.0,52234.0
Sitting Bull College,0.2162,2070.5,28488.0
Yeshiva Gedolah Imrei Yosef D'spinka,0.2162,2070.5,36545.0
Ohio University-Zanesville Campus,0.216,2072.0,52581.0
Carolina University,0.2155,2073.0,32864.0
Georgia Gwinnett College,0.2147,2074.5,47730.0
CUNY New York City College of Technology,0.2147,2074.5,49365.0
Strayer University-Georgia,0.2143,2076.0,40092.0
Chemeketa Community College,0.2134,2077.0,40968.0
United Tribes Technical College,0.2133,2078.0,25292.0
Saint Louis Community College,0.2132,2079.0,35325.0
Bryant & Stratton College-Buffalo,0.2121,2080.0,32568.0
Waldorf University,0.2114,2081.5,51165.0
Lone Star College System,0.2114,2081.5,42466.0
Los Angeles Pacific University,0.2105,2083.5,
Pennsylvania Institute of Technology,0.2105,2083.5,35703.0
Brewton-Parker Christian University,0.2103,2085.5,42009.0
Ohio University-Southern Campus,0.2103,2085.5,52581.0
Oklahoma Panhandle State University,0.2094,2087.0,44933.0
Greenville Technical College,0.2087,2088.0,39473.0
Lincoln University,0.2085,2089.0,39463.0
University of Phoenix-Arizona,0.2084,2090.0,37752.0
American InterContinental University-Atlanta,0.2083,2091.0,36144.0
Mid-Atlantic Christian University,0.2075,2092.0,38342.0
Bakersfield College,0.207,2093.0,37291.0
Beth Medrash Meor Yitzchok,0.2069,2094.0,
Georgia Highlands College,0.2066,2095.0,43184.0
Ohio University-Eastern Campus,0.2065,2096.0,52581.0
Nightingale College,0.2063,2097.0,27126.0
Sisseton Wahpeton College,0.2059,2098.0,31546.0
Pikes Peak State College,0.2058,2099.0,40796.0
Embry-Riddle Aeronautical University-Worldwide,0.2055,2100.0,84131.0
Gordon State College,0.2043,2101.0,37871.0
Lane Community College,0.2039,2102.0,38075.0
Collin County Community College District,0.2034,2103.0,48701.0
Kent State University at Geauga,0.2027,2104.0,45388.0
Austin Community College District,0.202,2105.0,43177.0
Los Angeles Mission College,0.2003,2106.0,39834.0
Capella University,0.2,2109.5,42189.0
Methodist College,0.2,2109.5,69800.0
Rose State College,0.2,2109.5,37555.0
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,0.2,2109.5,
Chamberlain University-Nevada,0.2,2109.5,92405.0
Providence Christian College,0.2,2109.5,46264.0
Community College of Denver,0.1997,2113.0,39095.0
Salem University,0.1992,2114.0,34642.0
Wilmington University,0.1982,2115.0,53844.0
CUNY Medgar Evers College,0.1977,2116.0,46498.0
Pennsylvania State University-Penn State Abington,0.1975,2117.0,63435.0
Bryant & Stratton College-Wauwatosa,0.1974,2118.0,32568.0
San Diego Christian College,0.1967,2119.0,49766.0
Arlington Baptist University,0.1944,2120.0,44644.0
Wayland Baptist University,0.1929,2121.0,51838.0
College of Southern Nevada,0.1914,2122.0,38087.0
Yeshiva Gedolah of Cliffwood,0.1905,2123.0,
Pennsylvania State University-Penn State Greater Allegheny,0.1897,2124.0,63435.0
Herzing University-Akron,0.1892,2125.0,36909.0
Paradise Valley Community College,0.1885,2126.0,47196.0
Bryant & Stratton College-Parma,0.1882,2127.0,32568.0
Colorado Technical University-Colorado Springs,0.1878,2128.0,37180.0
University of Akron Wayne College,0.1852,2129.0,46600.0
Lane College,0.1839,2130.0,31670.0
College of the Marshall Islands,0.1837,2131.0,
Schoolcraft Community College District,0.1836,2132.0,42722.0
Ottawa University-Surprise,0.1818,2133.5,55552.0
South University-West Palm Beach,0.1818,2133.5,34421.0
Northwest Indian College,0.1806,2135.0,35447.0
Haskell Indian Nations University,0.1795,2136.0,37043.0
Pennsylvania State University-Penn State Lehigh Valley,0.1783,2137.0,63435.0
Bluefield University,0.1778,2138.0,48896.0
Atlanta Metropolitan State College,0.1741,2139.0,33252.0
Morris College,0.1735,2140.0,30614.0
Scottsdale Community College,0.1732,2141.0,47905.0
Henry Ford College,0.1723,2142.0,34795.0
University of the Southwest,0.1698,2143.0,45389.0
Langston University,0.1684,2144.0,33261.0
East Georgia State College,0.1667,2145.5,37174.0
Strayer University-South Carolina,0.1667,2145.5,40092.0
Houston City College,0.1653,2147.0,39254.0
Pennsylvania State University-Penn State Altoona,0.165,2148.0,63435.0
Cincinnati State Technical and Community College,0.1633,2149.0,40137.0
South Mountain Community College,0.1632,2150.0,39825.0
Pennsylvania State University-Penn State York,0.1627,2151.0,63435.0
South Georgia State College,0.162,2152.0,35697.0
Southwestern Christian University,0.1613,2153.0,40391.0
Glendale Community College,0.1598,2154.0,43108.0
University of Cincinnati-Blue Ash College,0.159,2155.5,54810.0
Jackson College,0.159,2155.5,36898.0
Miles College,0.158,2157.0,32627.0
Mesa Community College,0.1564,2158.0,44034.0
East-West University,0.1556,2159.0,29963.0
Chicago State University,0.1549,2160.0,42778.0
Universidad Pentecostal Mizpa,0.1538,2162.5,21410.0
Sinte Gleska University,0.1538,2162.5,20948.0
Carolina Christian College,0.1538,2162.5,40672.0
Herzing University-New Orleans,0.1538,2162.5,36909.0
Ohio State University-Mansfield Campus,0.1531,2165.0,60409.0
Jarvis Christian University,0.1519,2166.0,32992.0
Quincy College,0.1509,2167.0,52506.0
Oklahoma State University-Oklahoma City,0.1485,2168.0,41307.0
Institute of American Indian and Alaska Native Culture and Arts Development,0.1463,2169.0,24505.0
Paine College,0.1443,2170.0,33338.0
Ohio University-Lancaster Campus,0.1441,2171.0,52581.0
Ohio University-Chillicothe Campus,0.1439,2172.0,52581.0
Yeshivas Be'er Yitzchok,0.1429,2174.5,82560.0
Stevens-The Institute of Business & Arts,0.1429,2174.5,29058.0
Strayer University-Global Region,0.1429,2174.5,40092.0
Boston Baptist College,0.1429,2174.5,34159.0
Clinton College,0.1405,2177.0,30180.0
Herzing University-Atlanta,0.1395,2178.0,36909.0
Texas College,0.1375,2179.0,33752.0
Simmons College of Kentucky,0.1373,2180.0,
Phoenix College,0.1358,2181.0,40870.0
Allen University,0.1331,2182.0,30497.0
Southern University at New Orleans,0.1311,2183.0,34042.0
Dine College,0.1259,2184.0,29188.0
Herzing University-Birmingham,0.125,2186.0,36909.0
DeVry University-Georgia,0.125,2186.0,45987.0
Beth Hamedrash Shaarei Yosher Institute,0.125,2186.0,
Wilberforce University,0.1202,2188.0,38298.0
Chattanooga College Medical Dental and & Technical Careers,0.12,2189.0,25954.0
Navajo Technical University,0.1188,2190.0,26364.0
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,0.1186,2191.0,48361.0
Rust College,0.1179,2192.0,32275.0
Yeshiva of Nitra Rabbinical College,0.1132,2193.5,41785.0
Bowling Green State University-Firelands,0.1132,2193.5,47896.0
Franklin University,0.1111,2196.0,51892.0
Bethesda University,0.1111,2196.0,
Cambridge College,0.1111,2196.0,45998.0
Del Mar College,0.1109,2198.0,38656.0
Yeshiva of Kasho,0.1087,2199.0,
The University of Arizona Global Campus,0.1068,2200.0,35404.0
Peirce College,0.1,2202.0,50660.0
Bryant & Stratton College-Greece,0.1,2202.0,32568.0
Beth Medrash of Asbury Park,0.1,2202.0,
Kansas Christian College,0.098,2204.0,
West Virginia University at Parkersburg,0.0909,2206.0,35171.0
South University-Savannah,0.0909,2206.0,34421.0
South University-Montgomery,0.0909,2206.0,34421.0
Oglala Lakota College,0.0874,2208.0,22517.0
Rio Salado College,0.0851,2209.5,41015.0
American InterContinental University System,0.0851,2209.5,36144.0
Bais Binyomin Academy,0.0833,2211.5,
South University-Virginia Beach,0.0833,2211.5,34421.0
Arkansas Baptist College,0.0739,2213.0,28418.0
Nueta Hidatsa Sahnish College,0.0732,2214.0,
South University-Savannah Online,0.0689,2215.0,34421.0
Notre Dame de Namur University,0.067,2216.0,74576.0
Mesivtha Tifereth Jerusalem of America,0.0667,2217.0,
Yeshiva D'monsey Rabbinical College,0.0625,2218.5,
Yeshiva Shaar Ephraim,0.0625,2218.5,
Selma University,0.06,2220.0,
Yeshiva Gedolah Tiferes Boruch,0.0556,2221.0,
Central Yeshiva Tomchei Tmimim Lubavitz,0.0513,2222.0,35023.0
American InterContinental University-Houston,0.0455,2223.0,36144.0
Southwestern Christian College,0.0313,2224.0,32672.0
Bais Medrash Elyon,0.0,2244.0,
DeVry University-Virginia,0.0,2244.0,45987.0
Strayer University-Mississippi,0.0,2244.0,40092.0
Tri-State Bible College,0.0,2244.0,31675.0
Trine University-Regional/Non-Traditional Campuses,0.0,2244.0,57165.0
DeVry University-Nevada,0.0,2244.0,45987.0
Telshe Yeshiva-Chicago,0.0,2244.0,
Northwestern Health Sciences University,0.0,2244.0,48666.0
Rabbi Jacob Joseph School,0.0,2244.0,
Johnson & Wales University-Online,0.0,2244.0,43418.0
National American University-Rapid City,0.0,2244.0,37325.0
Central Methodist University-College of Graduate and Extended Studies,0.0,2244.0,48991.0
Strayer University-District of Columbia,0.0,2244.0,40092.0
Bridges Christian College,0.0,2244.0,
Carolina College of Biblical Studies,0.0,2244.0,24581.0
Integrity College of Health,0.0,2244.0,
Sh'or Yoshuv Rabbinical College,0.0,2244.0,
Trinity College of Florida,0.0,2244.0,32465.0
Pacific Bible College,0.0,2244.0,
Abraham Lincoln University,0.0,2244.0,
Strayer University-New Jersey,0.0,2244.0,40092.0
Yeshiva College of the Nations Capital,0.0,2244.0,
South University-Austin,0.0,2244.0,34421.0
Epic Bible College & Graduate School,0.0,2244.0,37822.0
Strayer University-Alabama,0.0,2244.0,40092.0
Strayer University-Tennessee,0.0,2244.0,40092.0
Rabbinical Seminary Mkor Chaim,0.0,2244.0,
The Chicago School at Los Angeles,0.0,2244.0,56899.0
Yeshiva Bais Aharon,0.0,2244.0,
Strayer University-Pennsylvania,0.0,2244.0,40092.0
Strayer University-West Virginia,0.0,2244.0,40092.0
Chamberlain University-Indiana,0.0,2244.0,92405.0
Yeshivah Gedolah Rabbinical College,0.0,2244.0,30667.0
City Vision University,0.0,2244.0,21123.0
Yeshivas Emek Hatorah,0.0,2244.0,
Huntsville Bible College,0.0,2244.0,
Champion Christian College,0.0,2244.0,
Arizona State University Digital Immersion,0.0,2244.0,62668.0
Torah Temimah Talmudical Seminary,0.0,2244.0,
